School Information,"Includes School Name, School Type, Community Area, Network, and Opportunity Index score (where applicable).",Year,Source_File,Source_Sheet,School Name,School Type,Network,Community Area,Opportunity Index,Fall 2024 Total Enrollment,Fall 2024 K-12 Non-Cluster Enrollment,Fall 2023 K-12 Non-Cluster Enrollment,Change in K-12 Non-Cluster Enrollment from Fall 2023 to Fall 2024,Student : Teacher Ratio for Core Classroom Teachers (Unadjusted for Floor),Per-Pupil Total For Need-Based Flexible Funding (Unadjusted for Floor),Per-Pupil Total For Title I Funding,Core Classroom,Holistic (ES Only),Title I Interventionists,Supplemental Programmatic Teachers,Critical Language Teachers,Other (Misc Grant-Funded),Teachers Received on Appeal,Teacher Positions Liquidated for Discretionary Dollars (Reference Only),Principal,Asst. Principal,Clerk,Counselor,Restorative Justice Coord.,Athletic Director,Athletic Stipends,School Assistant,Part-Time Operational Position,Other Central FTEs (incl. Awarded on Appeal),Liquidated AP,Liquidated RJC,Liquidated School Assistant,Liquidated Part-Time Operations Bucket,Teachers,Asst. Principal.1,Clerk.1,Counselor.1,Restorative Justice Coord..1,Tech Coord.,Teacher/ Classroom Assistants,Other Non-Teacher Discretionary Staff,Discretionary Non-FTE Funding,Special Ed Teachers,Special Ed Paraprofessionals,Case Managers,Other Special Ed FTEs,Early Childhood Teachers,Early Childhood Paraprofessionals,Other Early Chlidhood FTEs,Early College (ECCE) Positions,College & Career Coaches,STEM Coords & Teachers,IB Coord.,RGC & RGC-EL Coord.,Personalized Learning Coord.,Montessori Program Coord.,Montessori Positions,JROTC Positions,Bilingual & Dual Language Coordinators,STLS Advocates,Instructional Support Buckets,Lead Coaches,Lunchroom,Security,Whole School Safety Funding,School and District Improvement Grant (SDI) Allocation,School Internal Account Funded Teacher Positions,School Internal Account Funded Non-Teacher Positions,Fall 2024 PE/PK Enrollment,Fall 2024 K-12 Enrollment,Fall 2023 Total Enrollment,Change in Total Enrollment from Fall 2023 to Fall 2024,Centrally Allocated General Education Teachers,Fall 2025 Total Enrollment,Fall 2025 K-12 Non-Cluster Enrollment,Change in K-12 Non-Cluster Enrollment from Fall 2024 to Fall 2025,Loss Cap Teachers,Critical/World Language Teachers,School Operations Support - Add'l Flexible Funding,Other Central FTEs (incl. Class Size TA's),School Internal Account Funded AP Positions,Fall 2025 PE/PK Enrollment,Fall 2025 K-12 Enrollment,Change in Total Enrollment from Fall 2024 to Fall 2025,Centrally Allocated Teachers,Other Centrally-Allocated Positions
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,WOODSON,Elementary,Network 9,GRAND BOULEVARD,35.0,,241.0,,,25:1,653.0,542.0,11.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236986.93,10.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,1.0,4.0,2.0,0.0,30000.0,0.0,0.0,,,,,,308.0,251.0,10.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,EVERS,Elementary,Network 11,WASHINGTON HEIGHTS,34.0,,208.0,,,25:1,641.0,509.0,10.0,3.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169587.5,5.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,3.0,1.0,0.0,5500.0,0.0,0.0,,,,,,216.0,194.0,-14.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,DUBOIS,Elementary,Network 13,RIVERDALE,40.0,,185.0,,,23:1,713.0,536.5,10.0,3.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168945.5,5.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,194.0,183.0,-2.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,WACKER,Elementary,ISP,WASHINGTON HEIGHTS,32.0,,201.0,,,25:1,617.0,448.5,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111802.6,7.0,13.0,0.5,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,192.0,180.0,-21.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,DEPRIEST,Elementary,Network 3,AUSTIN,44.0,,324.0,,,23:1,761.0,531.0,13.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15,178068.71000000002,13.0,25.0,1.0,0.0,3.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,15000.0,1.0,3.0,1.85,0.0,30000.0,0.0,0.0,,,,,,387.0,296.0,-28.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,JACKSON M,Elementary,Network 11,AUBURN GRESHAM,39.0,,243.0,,,23:1,701.0,520.0,11.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233466.5,11.0,22.0,1.0,0.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,1.0,4.0,1.0,0.0,75000.0,0.0,0.0,,,,,,312.0,238.0,-5.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,FAIRFIELD,Elementary,Network 10,CHICAGO LAWN,41.0,,465.0,,,23:1,725.0,454.0,20.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,205183.5,7.0,13.0,0.5,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,2.0,0.0,20000.0,0.0,0.0,,,,,,465.0,448.0,-17.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,SANDOVAL,Elementary,Network 8,GAGE PARK,36.0,,685.0,,,25:1,665.0,470.5,26.0,6.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.33,1.0,459281.0,10.0,13.0,1.0,0.0,3.0,3.67,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,7.0,1.0,0.0,20000.0,0.0,0.0,,,,,,705.0,648.0,-37.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,COLEMON,Elementary,Network 13,WEST PULLMAN,36.0,,151.0,,,25:1,665.0,454.0,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118307.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,169.0,151.0,0.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BELMONT-CRAGIN,Elementary,Network 3,BELMONT CRAGIN,37.0,,384.0,,,23:1,677.0,465.0,17.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216567.08,7.0,12.0,1.0,0.0,9.0,6.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,3.0,2.0,0.0,15000.0,0.0,0.0,,,,,,550.0,388.0,4.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,TALMAN,Elementary,Network 8,GAGE PARK,39.0,,294.0,,,23:1,701.0,470.5,13.0,3.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99653.31,6.0,13.0,0.5,0.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,327.0,288.0,-6.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,TARKINGTON,Elementary,Network 10,CHICAGO LAWN,42.0,,772.0,,,23:1,737.0,476.0,31.0,7.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,233957.65,11.0,16.0,1.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,,,,,,717.0,702.0,-70.0,2.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,CALMECA,Elementary,Network 8,BRIGHTON PARK,39.0,,556.0,,,23:1,701.0,470.5,24.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,1.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,360204.76,7.0,12.0,1.0,0.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,578.0,531.0,-25.0,0.0,1.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,DURKIN PARK,Elementary,Network 10,ASHBURN,31.0,,577.0,,,25:1,605.0,399.0,24.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,0.0,,,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158186.27,8.0,12.0,1.0,0.0,9.53,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,687.0,578.0,1.0,0.0,1.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,NORTH RIVER,Elementary,Network 1,ALBANY PARK,38.0,,265.0,,,23:1,689.0,366.0,12.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78219.0,6.0,8.0,0.5,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,5.0,2.0,0.0,15000.0,0.0,0.0,,,,,,330.0,273.0,8.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,UPLIFT HS,High,Network 14,UPTOWN,38.0,,200.0,,,19:1,1581.0,476.0,12.0,0.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,67985.33,11.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,1.0,2.0,3.0,0.0,75000.0,0.0,0.0,,,,,,236.0,210.0,10.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,SUDER,Elementary,Network 6,NEAR WEST SIDE,28.0,,320.0,,,25:1,569.0,316.5,15.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72259.34,7.0,11.0,0.5,0.0,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.5,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,476.0,369.0,49.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BACK OF THE YARDS HS,High,Network 16,NEW CITY,33.0,,1015.0,,,20:1,1491.0,498.0,52.0,0.0,1.0,,,,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,0.0,0.0,,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,3.17,363864.25,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,,,,,,1039.0,1039.0,24.0,0.0,0.0,60000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,SHIELDS MIDDLE,Elementary,Network 8,BRIGHTON PARK,39.0,,327.0,,,23:1,701.0,492.5,14.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,171552.0,5.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,3.0,0.0,15000.0,0.0,0.0,,,,,,312.0,312.0,-15.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,EDISON PARK,Elementary,Network 1,NORWOOD PARK,19.0,,378.0,,,27:1,461.0,0.0,14.0,4.0,0.0,,,,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83300.3,11.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,413.0,376.0,-2.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,ORR HS,High,Network 15,HUMBOLDT PARK,44.0,,302.0,,,19:1,1689.0,388.0,15.0,0.0,1.0,,,,0.0,-1.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.38,202931.1,6.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,1.0,9.0,5.0,80000.03999999998,30000.0,0.0,0.0,,,,,,276.0,276.0,-26.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,EDISON,Elementary,Network 1,ALBANY PARK,24.0,,265.0,,,27:1,521.0,0.0,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,-1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110553.4,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,265.0,265.0,0.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURNSIDE,Elementary,Network 12,CHATHAM,36.0,,217.0,,,25:1,665.0,509.0,10.0,3.0,1.0,,,,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,139990.4,6.0,20.0,0.5,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,238.0,192.0,-25.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,DECATUR,Elementary,Network 2,WEST RIDGE,18.0,,341.0,,,27:1,449.0,0.0,13.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1200000000000001,19413.4,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.88,0.0,0.0,1.0,0.0,,,,,,334.0,334.0,-7.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,TURNER-DREW,Elementary,Network 11,ROSELAND,37.0,,195.0,,,23:1,677.0,448.5,10.0,3.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82005.22,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,5500.0,0.0,0.0,,,,,,213.0,200.0,5.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,ERICSON,Elementary,Network 5,EAST GARFIELD PARK,40.0,,288.0,,,23:1,713.0,542.0,12.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,175665.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,286.0,260.0,-28.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,KANOON,Elementary,Network 7,SOUTH LAWNDALE,44.0,,354.0,,,23:1,761.0,448.5,15.0,4.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205922.25,6.0,8.0,0.5,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,1.0,0.0,20000.0,0.0,0.0,,,,,,375.0,343.0,-11.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,FRANKLIN,Elementary,Network 4,NEAR NORTH SIDE,20.0,,349.0,,,27:1,473.0,333.0,12.0,3.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99668.77,7.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,324.0,324.0,-25.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,GALLISTEL,Elementary,Network 13,EAST SIDE,36.0,,565.0,,,25:1,665.0,454.0,22.0,5.0,1.0,,,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,0.0,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,216538.6,9.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,576.0,546.0,-19.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,LASALLE II,Elementary,ISP,WEST TOWN,25.0,,497.0,,,27:1,533.0,0.0,19.0,4.0,0.0,,,,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282235.96,8.0,12.0,1.0,0.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,593.0,492.0,-5.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,RANDOLPH,Elementary,Network 11,WEST ENGLEWOOD,40.0,,321.0,,,23:1,713.0,503.5,12.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,153735.6,5.0,12.0,0.5,0.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,1.0,3.0,1.0,0.0,30000.0,0.0,0.0,,,,,,311.0,276.0,-45.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,GUNSAULUS,Elementary,Network 8,BRIGHTON PARK,36.0,,616.0,,,25:1,665.0,465.0,26.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,1.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585920.4299999999,8.0,8.0,1.0,0.0,4.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,669.0,632.0,16.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,HAWTHORNE,Elementary,Network 4,LAKE VIEW,16.0,,642.0,,,27:1,425.0,0.0,24.0,5.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,174377.75,9.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,2.0,2.0,0.0,0.0,3.5,0.0,,,,,,646.0,646.0,4.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,GALILEO,Elementary,Network 6,NEAR WEST SIDE,27.0,,550.0,,,25:1,557.0,311.0,22.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,-1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264375.7,10.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,546.0,546.0,-4.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,SAUCEDO,Elementary,Network 7,SOUTH LAWNDALE,39.0,,804.0,,,23:1,701.0,470.5,34.0,8.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.17,256993.63,16.0,33.0,1.5,0.0,6.0,4.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15000.0,1.0,11.0,1.83,0.0,15000.0,0.0,0.0,,,,,,889.0,760.0,-44.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,LASALLE,Elementary,Network 4,LINCOLN PARK,23.0,,455.0,,,27:1,509.0,0.0,18.0,4.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54867.41,8.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,2.0,0.0,0.0,0.5,0.0,,,,,,466.0,466.0,11.0,0.0,1.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,CHICAGO WORLD LANGUAGE ACADEMY,Elementary,Network 6,NEAR WEST SIDE,29.0,,450.0,,,25:1,581.0,300.0,18.0,4.0,1.0,,,,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,151490.41999999998,5.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,448.0,448.0,-2.0,0.0,1.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,MCDADE,Elementary,Network 12,CHATHAM,28.0,,208.0,,,25:1,569.0,0.0,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159999.75,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,202.0,202.0,-6.0,0.0,0.0,20000.0,0.0,0.0,,,,,
